AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,EQDIASQ,SOLIDITY,CONVEX_AREA,EXTENT,ASPECT_RATIO,ROUNDNESS,COMPACTNESS,SHAPEFACTOR_1,SHAPEFACTOR_2,SHAPEFACTOR_3,SHAPEFACTOR_4,class
6278,295.652,113.8519,70.5191,0.7851,89.4058,0.984,6380,0.7019,1.6145,0.9025,0.7853,0.0181,0.0112,0.6167,0.9956,Karacadag
6814,305.666,114.6202,76.428,0.7452,93.1443,0.9814,6943,0.7865,1.4997,0.9165,0.8126,0.0168,0.0112,0.6604,0.9904,Karacadag
5895,284.685,110.0685,68.7852,0.7807,86.6357,0.986,5979,0.7135,1.6002,0.914,0.7871,0.0187,0.0117,0.6195,0.9914,Karacadag
5846,278.658,103.4722,72.3865,0.7146,86.2749,0.9867,5925,0.703,1.4294,0.9461,0.8338,0.0177,0.0124,0.6952,0.9938,Karacadag
6064,284.71,107.2407,72.3665,0.738,87.8688,0.9849,6157,0.736,1.4819,0.9401,0.8194,0.0177,0.0119,0.6714,0.9949,Karacadag
6133,291.062,113.1242,69.3272,0.7902,88.3673,0.9862,6219,0.6948,1.6317,0.9097,0.7812,0.0184,0.0113,0.6102,0.9957,Karacadag
8017,340.21,134.8364,76.4266,0.8238,101.0325,0.9814,8169,0.777,1.7643,0.8704,0.7493,0.0168,0.0095,0.5614,0.9905,Karacadag
6333,291.706,111.1576,72.8374,0.7554,89.7966,0.9878,6411,0.778,1.5261,0.9353,0.8078,0.0176,0.0115,0.6526,0.9959,Karacadag
6529,294.964,111.0771,75.2785,0.7353,91.1756,0.9861,6621,0.7797,1.4755,0.943,0.8208,0.017,0.0115,0.6738,0.9942,Karacadag
6866,302.773,114.2496,76.7917,0.7404,93.499,0.9858,6965,0.7258,1.4878,0.9412,0.8184,0.0166,0.0112,0.6697,0.9964,Karacadag
6621,304.401,118.0007,72.0279,0.7921,91.8157,0.9834,6733,0.7318,1.6383,0.8979,0.7781,0.0178,0.0109,0.6054,0.9919,Karacadag
7029,313.309,123.4259,72.8616,0.8072,94.6023,0.9871,7121,0.6886,1.694,0.8998,0.7665,0.0176,0.0104,0.5875,0.9952,Karacadag
7682,324.465,124.6592,78.9504,0.7739,98.8991,0.9844,7804,0.7035,1.579,0.917,0.7934,0.0162,0.0103,0.6294,0.9938,Karacadag
6475,305.078,123.0301,67.2976,0.8371,90.7977,0.9867,6562,0.7935,1.8281,0.8742,0.738,0.019,0.0104,0.5447,0.9957,Karacadag
6230,294.452,113.4827,70.5887,0.783,89.0634,0.9842,6330,0.745,1.6077,0.903,0.7848,0.0182,0.0113,0.6159,0.9902,Karacadag
7415,323.15,123.4311,77.318,0.7795,97.1652,0.9826,7546,0.7356,1.5964,0.8923,0.7872,0.0166,0.0104,0.6197,0.9893,Karacadag
5915,283.924,108.3385,69.8852,0.7641,86.7826,0.985,6005,0.723,1.5502,0.9221,0.801,0.0183,0.0118,0.6417,0.9947,Karacadag
6981,311.381,118.8814,75.69,0.7711,94.2788,0.982,7109,0.7784,1.5706,0.9048,0.793,0.017,0.0108,0.6289,0.9878,Karacadag
6583,306.105,121.6206,69.3134,0.8217,91.5518,0.983,6697,0.6997,1.7546,0.8829,0.7528,0.0185,0.0105,0.5667,0.9943,Karacadag
6915,307.378,119.6259,73.9341,0.7861,93.832,0.989,6992,0.7516,1.618,0.9197,0.7844,0.0173,0.0107,0.6152,0.9955,Karacadag
6123,286.836,110.1541,70.9099,0.7652,88.2952,0.9889,6192,0.7269,1.5534,0.9352,0.8016,0.018,0.0116,0.6425,0.9981,Karacadag
7048,311.24,119.6512,75.7405,0.7741,94.7301,0.986,7148,0.7298,1.5798,0.9143,0.7917,0.017,0.0107,0.6268,0.9902,Karacadag
6380,298.373,110.6981,74.0748,0.7431,90.1292,0.9806,6506,0.7089,1.4944,0.9006,0.8142,0.0174,0.0116,0.6629,0.9906,Karacadag
6000,290.839,108.8867,71.226,0.7564,87.4039,0.9726,6169,0.6969,1.5287,0.8914,0.8027,0.0181,0.0119,0.6443,0.985,Karacadag
6663,301.614,115.6066,73.8,0.7697,92.1064,0.9886,6740,0.746,1.5665,0.9204,0.7967,0.0174,0.0111,0.6348,0.9944,Karacadag
6440,297.563,113.7386,72.6641,0.7693,90.552,0.9858,6533,0.7085,1.5653,0.914,0.7961,0.0177,0.0113,0.6338,0.9921,Karacadag
7168,309.934,117.9146,77.8868,0.7508,95.5331,0.9884,7252,0.7889,1.5139,0.9377,0.8102,0.0165,0.0109,0.6564,0.9937,Karacadag
6423,300.398,110.6377,75.0344,0.7349,90.4324,0.9735,6598,0.7419,1.4745,0.8944,0.8174,0.0172,0.0117,0.6681,0.9851,Karacadag
6225,289.903,108.8085,73.3709,0.7384,89.0276,0.9868,6308,0.7823,1.483,0.9308,0.8182,0.0175,0.0118,0.6695,0.9928,Karacadag
6412,291.154,106.4163,77.4198,0.6861,90.3549,0.9849,6510,0.7185,1.3745,0.9505,0.8491,0.0166,0.0121,0.7209,0.9909,Karacadag
6454,293.063,112.0953,73.4602,0.7553,90.6504,0.9882,6531,0.7496,1.5259,0.9443,0.8087,0.0174,0.0114,0.654,0.9979,Karacadag
7121,315.193,118.7478,77.1522,0.7602,95.2194,0.9753,7301,0.718,1.5391,0.9007,0.8019,0.0167,0.0108,0.643,0.9896,Karacadag
6844,313.936,125.0374,70.0656,0.8283,93.3491,0.9857,6943,0.7219,1.7846,0.8726,0.7466,0.0183,0.0102,0.5574,0.9947,Karacadag
6214,294.355,116.4331,68.25,0.8102,88.9489,0.9879,6290,0.6802,1.706,0.9012,0.7639,0.0187,0.011,0.5836,0.9956,Karacadag
5866,281.031,106.9635,70.312,0.7536,86.4224,0.9865,5946,0.7126,1.5213,0.9333,0.808,0.0182,0.012,0.6528,0.9931,Karacadag
6684,308.801,120.5558,71.293,0.8064,92.2515,0.9818,6808,0.717,1.691,0.8808,0.7652,0.018,0.0107,0.5856,0.9902,Karacadag
6554,298.96,113.626,74.1171,0.758,91.3499,0.9851,6653,0.7114,1.5331,0.9215,0.804,0.0173,0.0113,0.6463,0.9909,Karacadag
6162,284.66,107.4379,73.2176,0.7318,88.576,0.9891,6230,0.7963,1.4674,0.9556,0.8244,0.0174,0.0119,0.6797,0.9974,Karacadag
6555,305.239,121.777,69.0475,0.8237,91.3569,0.9882,6633,0.6558,1.7637,0.8841,0.7502,0.0186,0.0105,0.5628,0.9926,Karacadag
6429,302.632,115.7929,71.8268,0.7844,90.4746,0.9736,6603,0.6859,1.6121,0.8821,0.7813,0.018,0.0112,0.6105,0.9842,Karacadag
6230,292.732,114.4013,69.6061,0.7936,89.0634,0.9878,6307,0.762,1.6436,0.9136,0.7785,0.0184,0.0112,0.6061,0.9961,Karacadag
6130,286.101,110.064,71.184,0.7627,88.3457,0.9898,6193,0.7128,1.5462,0.9411,0.8027,0.018,0.0116,0.6443,0.9962,Karacadag
6824,305.965,116.8866,74.9549,0.7673,93.2126,0.985,6928,0.705,1.5594,0.916,0.7975,0.0171,0.011,0.6359,0.9917,Karacadag
6757,307.023,120.0787,72.4875,0.7972,92.7539,0.9866,6849,0.7018,1.6565,0.9008,0.7724,0.0178,0.0107,0.5967,0.9884,Karacadag
5507,270.38,103.3384,68.1176,0.752,83.7361,0.9889,5569,0.7033,1.5171,0.9466,0.8103,0.0188,0.0124,0.6566,0.9961,Karacadag
7219,315.764,121.6139,76.1739,0.7795,95.8724,0.9862,7320,0.7955,1.5965,0.9098,0.7883,0.0168,0.0106,0.6215,0.9922,Karacadag
7335,334.28,138.9389,67.7797,0.8729,96.6396,0.9876,7427,0.8177,2.0499,0.8249,0.6956,0.0189,0.0092,0.4838,0.9917,Karacadag
7046,308.875,118.2836,76.2644,0.7644,94.7167,0.987,7139,0.7855,1.551,0.9281,0.8008,0.0168,0.0108,0.6412,0.9945,Karacadag
6325,292.509,107.9944,75.2197,0.7175,89.7398,0.9759,6481,0.7346,1.4357,0.9289,0.831,0.0171,0.0119,0.6905,0.9914,Karacadag
5938,291.07,111.8215,68.6692,0.7892,86.9511,0.9717,6111,0.6947,1.6284,0.8808,0.7776,0.0188,0.0116,0.6046,0.9846,Karacadag
6208,291.88,113.3843,69.9494,0.787,88.906,0.986,6296,0.7424,1.6209,0.9157,0.7841,0.0183,0.0113,0.6148,0.9966,Karacadag
7277,318.817,121.8324,77.1182,0.7742,96.2568,0.9733,7477,0.6993,1.5798,0.8997,0.7901,0.0167,0.0106,0.6242,0.9861,Karacadag
6045,285.561,110.6161,69.8188,0.7756,87.731,0.9887,6114,0.7575,1.5843,0.9316,0.7931,0.0183,0.0115,0.629,0.9966,Karacadag
6072,284.156,103.3026,75.696,0.6805,87.9267,0.9803,6194,0.7243,1.3647,0.945,0.8512,0.017,0.0125,0.7245,0.9887,Karacadag
6193,290.928,108.8125,73.1762,0.7401,88.7985,0.9836,6296,0.766,1.487,0.9195,0.8161,0.0176,0.0118,0.666,0.9903,Karacadag
6964,306.675,116.0379,76.7832,0.7498,94.1639,0.9864,7060,0.7344,1.5112,0.9305,0.8115,0.0167,0.011,0.6585,0.9952,Karacadag
7094,314.036,122.8197,74.0078,0.7981,95.0387,0.9847,7204,0.7714,1.6596,0.9039,0.7738,0.0173,0.0104,0.5988,0.9937,Karacadag
5720,279.294,101.4979,73.2119,0.6926,85.3401,0.9721,5884,0.6976,1.3864,0.9215,0.8408,0.0177,0.0128,0.707,0.9801,Karacadag
6112,294.287,116.1732,67.4549,0.8142,88.2159,0.985,6205,0.6818,1.7222,0.8869,0.7593,0.019,0.011,0.5766,0.9931,Karacadag
6855,307.882,118.9342,73.7192,0.7847,93.4241,0.9852,6958,0.7784,1.6133,0.9088,0.7855,0.0173,0.0108,0.617,0.9955,Karacadag
5492,276.968,104.8868,67.6618,0.7641,83.622,0.9795,5607,0.7692,1.5502,0.8997,0.7973,0.0191,0.0123,0.6356,0.9853,Karacadag
6492,297.867,113.337,73.4932,0.7613,90.9168,0.9838,6599,0.7493,1.5421,0.9195,0.8022,0.0175,0.0113,0.6435,0.9924,Karacadag
5969,287.679,110.5991,69.3809,0.7788,87.1778,0.9813,6083,0.6993,1.5941,0.9063,0.7882,0.0185,0.0116,0.6213,0.9904,Karacadag
6590,304.252,118.2591,71.2096,0.7984,91.6005,0.9845,6694,0.733,1.6607,0.8946,0.7746,0.0179,0.0108,0.6,0.9964,Karacadag
6475,295.875,107.8059,76.6799,0.7029,90.7977,0.983,6587,0.7285,1.4059,0.9295,0.8422,0.0166,0.0118,0.7094,0.9973,Karacadag
6293,294.36,110.9012,73.0732,0.7522,89.5126,0.9834,6399,0.7769,1.5177,0.9127,0.8071,0.0176,0.0116,0.6515,0.9887,Karacadag
6419,299.67,116.237,70.7795,0.7932,90.4042,0.983,6530,0.7361,1.6422,0.8982,0.7778,0.0181,0.011,0.6049,0.9934,Karacadag
6321,292.551,111.5386,72.6051,0.7591,89.7115,0.9853,6415,0.708,1.5362,0.9281,0.8043,0.0176,0.0115,0.6469,0.9938,Karacadag
6921,307.345,112.2916,79.7318,0.7042,93.8727,0.9744,7103,0.747,1.4084,0.9207,0.836,0.0162,0.0115,0.6989,0.9842,Karacadag
5966,286.166,106.7252,72.2793,0.7358,87.1559,0.983,6069,0.7079,1.4766,0.9155,0.8166,0.0179,0.0121,0.6669,0.9847,Karacadag
6508,294.716,111.9693,74.4896,0.7466,91.0288,0.9873,6592,0.7397,1.5032,0.9416,0.813,0.0172,0.0114,0.6609,0.9935,Karacadag
6833,309.297,116.6518,75.4622,0.7626,93.274,0.9695,7048,0.7094,1.5458,0.8976,0.7996,0.0171,0.011,0.6393,0.9883,Karacadag
5945,283.982,109.4585,69.7753,0.7705,87.0023,0.9864,6027,0.7508,1.5687,0.9264,0.7948,0.0184,0.0117,0.6318,0.9911,Karacadag
7746,328.285,125.4649,79.3353,0.7747,99.3102,0.985,7864,0.7232,1.5815,0.9032,0.7915,0.0162,0.0102,0.6265,0.9908,Karacadag
7546,329.931,127.1436,77.0615,0.7954,98.0197,0.9762,7730,0.7597,1.6499,0.8711,0.7709,0.0168,0.0102,0.5943,0.9806,Karacadag
6548,309.198,121.1188,69.5968,0.8184,91.3081,0.9727,6732,0.686,1.7403,0.8607,0.7539,0.0185,0.0106,0.5683,0.989,Karacadag
6404,293.213,112.6873,72.5353,0.7653,90.2985,0.9889,6476,0.7096,1.5536,0.936,0.8013,0.0176,0.0113,0.6421,0.9976,Karacadag
6425,295.254,114.9879,71.4392,0.7836,90.4465,0.9886,6499,0.8123,1.6096,0.9262,0.7866,0.0179,0.0111,0.6187,0.9959,Karacadag
6408,298.183,113.5922,72.7679,0.7679,90.3267,0.9833,6517,0.7101,1.561,0.9057,0.7952,0.0177,0.0114,0.6323,0.9871,Karacadag
6004,285.96,104.6742,74.177,0.7056,87.433,0.9783,6137,0.7189,1.4111,0.9227,0.8353,0.0174,0.0124,0.6977,0.9846,Karacadag
6823,306.164,118.5918,73.6495,0.7838,93.2058,0.9878,6907,0.6931,1.6102,0.9147,0.7859,0.0174,0.0108,0.6177,0.9946,Karacadag
6706,301.928,115.2172,74.4932,0.7629,92.4032,0.9875,6791,0.7579,1.5467,0.9244,0.802,0.0172,0.0111,0.6432,0.9948,Karacadag
6999,307.436,114.39,78.3885,0.7283,94.4002,0.9866,7094,0.7575,1.4593,0.9305,0.8252,0.0163,0.0112,0.681,0.9938,Karacadag
6560,304.889,116.7685,72.5459,0.7836,91.3917,0.982,6680,0.7158,1.6096,0.8868,0.7827,0.0178,0.0111,0.6126,0.986,Karacadag
6436,296.281,111.4187,74.2355,0.7457,90.5239,0.9868,6522,0.7138,1.5009,0.9213,0.8125,0.0173,0.0115,0.6601,0.9907,Karacadag
6474,297.382,110.5637,75.1844,0.7332,90.7907,0.9831,6585,0.7186,1.4706,0.9199,0.8212,0.0171,0.0116,0.6743,0.9916,Karacadag
6309,297.264,112.1152,72.54,0.7625,89.6263,0.9759,6465,0.7067,1.5456,0.8972,0.7994,0.0178,0.0115,0.6391,0.9877,Karacadag
7299,318.443,118.7953,79.1982,0.7453,96.4022,0.9755,7482,0.7491,1.5,0.9045,0.8115,0.0163,0.0109,0.6585,0.9878,Karacadag
7008,307.932,115.7976,77.4879,0.7431,94.4609,0.9865,7104,0.7318,1.4944,0.9287,0.8157,0.0165,0.0111,0.6654,0.9944,Karacadag
5467,292.078,119.1835,59.1827,0.868,83.4314,0.9768,5597,0.6306,2.0138,0.8053,0.7,0.0218,0.0108,0.49,0.9868,Karacadag
5925,289.83,114.1856,66.2853,0.8143,86.8559,0.9842,6020,0.6778,1.7226,0.8864,0.7607,0.0193,0.0112,0.5786,0.9967,Karacadag
7532,321.429,124.4924,77.5598,0.7822,97.9287,0.989,7616,0.7815,1.6051,0.9161,0.7866,0.0165,0.0103,0.6188,0.9932,Karacadag
5673,277.599,106.8024,67.8278,0.7724,84.9888,0.9864,5751,0.6937,1.5746,0.9251,0.7958,0.0188,0.012,0.6332,0.9971,Karacadag
6025,290.103,108.3579,71.9628,0.7476,87.5858,0.9751,6179,0.7113,1.5057,0.8996,0.8083,0.018,0.0119,0.6533,0.9838,Karacadag
7075,314.3,114.1718,80.2714,0.7111,94.9114,0.964,7339,0.7624,1.4223,0.9,0.8313,0.0161,0.0113,0.6911,0.9829,Karacadag
6414,302.714,112.5063,73.6853,0.7557,90.369,0.9679,6627,0.7151,1.5268,0.8796,0.8032,0.0175,0.0115,0.6452,0.9851,Karacadag
6432,301.771,119.3992,68.8587,0.8169,90.4957,0.9842,6535,0.7154,1.734,0.8876,0.7579,0.0186,0.0107,0.5745,0.9961,Karacadag
6742,304.305,118.0343,73.0678,0.7854,92.6509,0.9868,6832,0.6742,1.6154,0.9149,0.7849,0.0175,0.0108,0.6161,0.9953,Karacadag
6099,288.018,108.9827,71.692,0.7532,88.122,0.9871,6179,0.731,1.5202,0.9239,0.8086,0.0179,0.0118,0.6538,0.9939,Karacadag
6911,309.588,122.0407,72.4169,0.8049,93.8049,0.9884,6992,0.6967,1.6853,0.9061,0.7686,0.0177,0.0105,0.5908,0.9956,Karacadag
5997,285.521,109.6475,69.9862,0.7698,87.382,0.9855,6085,0.7093,1.5667,0.9244,0.7969,0.0183,0.0117,0.6351,0.995,Karacadag
6413,302.931,114.7396,72.1452,0.7776,90.362,0.9705,6608,0.676,1.5904,0.8782,0.7875,0.0179,0.0112,0.6202,0.9864,Karacadag
6527,302.111,115.1147,73.0992,0.7725,91.1616,0.9861,6619,0.6932,1.5748,0.8986,0.7919,0.0176,0.0112,0.6271,0.9876,Karacadag
6042,285.645,109.3003,70.6792,0.7628,87.7093,0.9853,6132,0.7097,1.5464,0.9305,0.8025,0.0181,0.0117,0.6439,0.9958,Karacadag
6503,302.318,116.5962,71.2402,0.7916,90.9938,0.9832,6614,0.6998,1.6367,0.8941,0.7804,0.0179,0.011,0.6091,0.9968,Karacadag
7769,327.881,121.8643,81.9008,0.7405,99.4575,0.9811,7919,0.7393,1.4879,0.9081,0.8161,0.0157,0.0105,0.6661,0.9911,Karacadag
6180,288.034,108.4795,72.7617,0.7417,88.7052,0.9845,6277,0.7501,1.4909,0.9361,0.8177,0.0176,0.0118,0.6687,0.9969,Karacadag
6315,288.895,107.8495,74.9321,0.7192,89.6689,0.9869,6399,0.7343,1.4393,0.9508,0.8314,0.0171,0.0119,0.6913,0.9949,Karacadag
7134,313.516,116.7438,78.743,0.7383,95.3063,0.9749,7318,0.7197,1.4826,0.9121,0.8164,0.0164,0.011,0.6665,0.9881,Karacadag
6653,305.071,119.8153,71.2375,0.8041,92.0373,0.9861,6747,0.726,1.6819,0.8983,0.7682,0.018,0.0107,0.5901,0.9924,Karacadag
7910,326.937,123.6083,81.9554,0.7486,100.356,0.9857,8025,0.7493,1.5082,0.9299,0.8119,0.0156,0.0104,0.6592,0.9942,Karacadag
6594,294.452,107.7743,78.4028,0.6861,91.6283,0.9843,6699,0.7639,1.3746,0.9557,0.8502,0.0163,0.0119,0.7228,0.9936,Karacadag
8069,333.018,127.9709,81.0096,0.7741,101.3596,0.9869,8176,0.692,1.5797,0.9143,0.7921,0.0159,0.01,0.6273,0.991,Karacadag
6015,293.436,111.0695,70.2733,0.7744,87.5131,0.9766,6159,0.6958,1.5805,0.8778,0.7879,0.0185,0.0117,0.6208,0.9812,Karacadag
6697,306.592,121.7408,70.5846,0.8148,92.3411,0.9879,6779,0.7531,1.7248,0.8953,0.7585,0.0182,0.0105,0.5753,0.9923,Karacadag
6299,297.049,114.5201,70.8421,0.7857,89.5552,0.9856,6391,0.7149,1.6166,0.8971,0.782,0.0182,0.0112,0.6115,0.9886,Karacadag
6128,287.664,109.2075,72.3652,0.7489,88.3313,0.9877,6204,0.7187,1.5091,0.9306,0.8088,0.0178,0.0118,0.6542,0.9873,Karacadag
6494,299.688,117.2936,71.0868,0.7954,90.9308,0.985,6593,0.6962,1.65,0.9086,0.7752,0.0181,0.0109,0.601,0.9917,Karacadag
6856,304.847,115.6784,75.7394,0.7559,93.4309,0.9851,6960,0.7557,1.5273,0.9271,0.8077,0.0169,0.011,0.6523,0.9963,Karacadag
6725,304.384,116.7167,73.6919,0.7755,92.534,0.9855,6824,0.7326,1.5838,0.9121,0.7928,0.0174,0.011,0.6285,0.9955,Karacadag
6444,302.267,113.5187,73.5701,0.7616,90.5801,0.9743,6614,0.7783,1.543,0.8863,0.7979,0.0176,0.0114,0.6367,0.9824,Karacadag
6415,298.488,113.5732,72.7689,0.7678,90.3761,0.9831,6525,0.7708,1.5607,0.9048,0.7958,0.0177,0.0113,0.6332,0.9883,Karacadag
6809,311.596,117.5962,74.068,0.7767,93.1101,0.9838,6921,0.7172,1.5877,0.8813,0.7918,0.0173,0.0109,0.6269,0.9953,Karacadag
6867,305.799,113.4371,77.783,0.7279,93.5058,0.9824,6990,0.7267,1.4584,0.9228,0.8243,0.0165,0.0113,0.6795,0.9909,Karacadag
7319,324.547,125.4697,74.9654,0.8019,96.5341,0.9726,7525,0.7261,1.6737,0.8732,0.7694,0.0171,0.0102,0.5919,0.9907,Karacadag
6933,305.501,111.2854,80.3565,0.6918,93.9541,0.9779,7090,0.7525,1.3849,0.9335,0.8443,0.0161,0.0116,0.7128,0.9871,Karacadag
6994,305.914,114.7212,77.8669,0.7344,94.3665,0.9859,7094,0.7835,1.4733,0.9392,0.8226,0.0164,0.0111,0.6766,0.9969,Karacadag
7434,319.37,121.6378,78.2399,0.7657,97.2896,0.9869,7533,0.7388,1.5547,0.9159,0.7998,0.0164,0.0105,0.6397,0.9946,Karacadag
5990,286.108,111.913,68.3558,0.7918,87.331,0.987,6069,0.7203,1.6372,0.9196,0.7803,0.0187,0.0114,0.6089,0.997,Karacadag
6333,295.453,112.5567,72.3345,0.7662,89.7966,0.9843,6434,0.7249,1.5561,0.9117,0.7978,0.0178,0.0114,0.6365,0.9904,Karacadag
7400,318.319,121.064,78.2539,0.763,97.0668,0.9852,7511,0.7872,1.5471,0.9177,0.8018,0.0164,0.0106,0.6429,0.9945,Karacadag
6812,304.169,113.768,76.8509,0.7374,93.1306,0.9833,6928,0.749,1.4804,0.9252,0.8186,0.0167,0.0113,0.6701,0.992,Karacadag
6103,291.665,113.3582,69.0506,0.7931,88.1509,0.9858,6191,0.7106,1.6417,0.9015,0.7776,0.0186,0.0113,0.6047,0.9927,Karacadag
6968,315.062,120.9046,74.4891,0.7877,94.1909,0.9729,7162,0.6913,1.6231,0.8821,0.7791,0.0174,0.0107,0.6069,0.9851,Karacadag
6306,290.972,112.1772,71.8533,0.7679,89.605,0.9887,6378,0.7133,1.5612,0.936,0.7988,0.0178,0.0114,0.6381,0.9961,Karacadag
6586,303.607,111.6924,76.7008,0.7269,91.5727,0.9654,6822,0.7407,1.4562,0.8979,0.8199,0.017,0.0116,0.6722,0.9788,Karacadag
6927,303.7,114.4306,77.3153,0.7372,93.9134,0.9887,7006,0.7171,1.4801,0.9438,0.8207,0.0165,0.0112,0.6736,0.9969,Karacadag
6009,288.382,112.4909,68.4331,0.7937,87.4694,0.9877,6084,0.782,1.6438,0.908,0.7776,0.0187,0.0114,0.6046,0.9939,Karacadag
6661,303.194,116.2189,73.3568,0.7756,92.0926,0.9868,6750,0.7176,1.5843,0.9106,0.7924,0.0174,0.011,0.6279,0.9948,Karacadag
6873,308.651,119.7316,73.2973,0.7907,93.5466,0.9865,6967,0.7509,1.6335,0.9066,0.7813,0.0174,0.0107,0.6104,0.9971,Karacadag
6051,282.635,105.3836,73.4088,0.7175,87.7746,0.9871,6130,0.7245,1.4356,0.9519,0.8329,0.0174,0.0121,0.6937,0.9959,Karacadag
6448,295.775,112.9993,73.0483,0.763,90.6082,0.9871,6532,0.7816,1.5469,0.9262,0.8018,0.0175,0.0113,0.643,0.9946,Karacadag
6565,301.474,118.1404,71.1431,0.7984,91.4266,0.9863,6656,0.6987,1.6606,0.9077,0.7739,0.018,0.0108,0.5989,0.9945,Karacadag
7621,326.027,123.7758,79.4517,0.7668,98.5056,0.9837,7747,0.7717,1.5579,0.901,0.7958,0.0162,0.0104,0.6334,0.9867,Karacadag
6667,298.662,114.0181,74.7499,0.7551,92.1341,0.9883,6746,0.7576,1.5253,0.9392,0.8081,0.0171,0.0112,0.653,0.996,Karacadag
6804,302.84,114.3088,76.4449,0.7435,93.0759,0.9878,6888,0.7145,1.4953,0.9323,0.8142,0.0168,0.0112,0.663,0.9914,Karacadag
7167,315.425,121.0445,75.7724,0.7798,95.5265,0.986,7269,0.7756,1.5975,0.9052,0.7892,0.0169,0.0106,0.6228,0.9949,Karacadag
5818,283.429,106.204,70.4726,0.7481,86.068,0.9772,5954,0.6845,1.507,0.9101,0.8104,0.0183,0.0121,0.6568,0.9897,Karacadag
6588,308.113,121.7471,69.2317,0.8226,91.5866,0.9856,6684,0.7648,1.7585,0.8721,0.7523,0.0185,0.0105,0.5659,0.9952,Karacadag
6223,293.676,115.4233,68.7597,0.8032,89.0133,0.9862,6310,0.6923,1.6786,0.9067,0.7712,0.0185,0.011,0.5947,0.9983,Karacadag
5807,291.303,110.7968,68.8034,0.7838,85.9866,0.9709,5981,0.6445,1.6103,0.8599,0.7761,0.0191,0.0118,0.6023,0.9699,Karacadag
6358,300.045,117.8834,69.3933,0.8084,89.9736,0.9854,6452,0.652,1.6988,0.8875,0.7632,0.0185,0.0109,0.5825,0.9896,Karacadag
5644,282.973,109.7941,66.5753,0.7952,84.7712,0.9811,5753,0.7227,1.6492,0.8857,0.7721,0.0195,0.0118,0.5961,0.9831,Karacadag
6304,297.059,116.8158,69.0691,0.8065,89.5907,0.9876,6383,0.6836,1.6913,0.8977,0.7669,0.0185,0.011,0.5882,0.9948,Karacadag
6332,300.796,113.2261,72.6246,0.7672,89.7895,0.971,6521,0.6943,1.5591,0.8794,0.793,0.0179,0.0115,0.6289,0.9804,Karacadag
6641,304.707,114.9897,74.403,0.7625,91.9542,0.9768,6799,0.7568,1.5455,0.8988,0.7997,0.0173,0.0112,0.6395,0.9883,Karacadag
7303,315.408,117.845,79.6095,0.7373,96.4286,0.987,7399,0.787,1.4803,0.9225,0.8183,0.0161,0.0109,0.6696,0.9911,Karacadag
7290,323.696,124.6926,75.4992,0.7959,96.3427,0.9808,7433,0.6769,1.6516,0.8743,0.7726,0.0171,0.0104,0.597,0.9859,Karacadag
5559,286.694,111.2259,64.9173,0.812,84.1305,0.9659,5755,0.7286,1.7133,0.8499,0.7564,0.02,0.0117,0.5721,0.9803,Karacadag
6317,295.32,115.8496,69.9407,0.7972,89.6831,0.9858,6408,0.7805,1.6564,0.9102,0.7741,0.0183,0.0111,0.5993,0.9927,Karacadag
7211,314.135,120.6464,76.7585,0.7715,95.8193,0.9879,7299,0.7841,1.5718,0.9183,0.7942,0.0167,0.0106,0.6308,0.9914,Karacadag
5875,284.37,104.6999,72.751,0.7192,86.4886,0.9801,5994,0.7253,1.4392,0.913,0.8261,0.0178,0.0124,0.6824,0.982,Karacadag
7491,323.182,123.8884,77.4902,0.7802,97.6618,0.9836,7616,0.7739,1.5988,0.9013,0.7883,0.0165,0.0103,0.6214,0.9935,Karacadag
6478,298.738,111.6709,74.5994,0.7441,90.8188,0.9823,6595,0.6979,1.4969,0.9122,0.8133,0.0172,0.0115,0.6614,0.9901,Karacadag
6491,299.092,113.989,73.257,0.7661,90.9098,0.9869,6577,0.7055,1.556,0.9118,0.7975,0.0176,0.0113,0.6361,0.9897,Karacadag
6289,293.245,107.8728,75.607,0.7133,89.4841,0.9761,6443,0.7425,1.4268,0.919,0.8295,0.0172,0.012,0.6881,0.9818,Karacadag
6206,296.553,112.3198,71.3089,0.7726,88.8916,0.9758,6360,0.7196,1.5751,0.8868,0.7914,0.0181,0.0115,0.6263,0.9866,Karacadag
6579,300.591,118.0854,71.2009,0.7978,91.524,0.9895,6649,0.693,1.6585,0.915,0.7751,0.0179,0.0108,0.6007,0.9963,Karacadag
6038,286.357,107.3955,72.1981,0.7403,87.6802,0.9863,6122,0.7164,1.4875,0.9253,0.8164,0.0178,0.012,0.6665,0.9915,Karacadag
6077,291.128,110.8558,70.5694,0.7712,87.9629,0.9761,6226,0.7066,1.5709,0.901,0.7935,0.0182,0.0116,0.6296,0.9891,Karacadag
6511,300.249,114.2376,73.7055,0.764,91.0498,0.9803,6642,0.7786,1.5499,0.9076,0.797,0.0175,0.0113,0.6352,0.9846,Karacadag
6229,290.465,110.543,72.2708,0.7567,89.0562,0.9865,6314,0.7794,1.5296,0.9278,0.8056,0.0177,0.0116,0.649,0.9927,Karacadag
6337,299.912,110.9884,74.0707,0.7447,89.8249,0.9684,6544,0.6971,1.4984,0.8853,0.8093,0.0175,0.0117,0.655,0.9815,Karacadag
